Well,Plate,FSC_A,FSC_W,SSC_A,PVR_PECy7,ANXA1_APC,CD51_FITC,CD168_700,Zombie,CD41_APCH7,MICB_PE,CD42_BV605,Colony
O9,5,"158,099","207,322","107,314","9,204",308,"1,728",220,"2,362","2,756","1,129","6,523",N
O10,5,"93,148","126,737","49,128","1,060",99,539,222,720,850,240,791,N
O11,5,"119,552","148,356","51,318","1,925",117,"1,434",50,"1,645","3,199",314,"34,160",N
O12,5,"72,691","125,735","30,878","2,821",194,425,276,"1,409",205,341,844,N
O13,5,"97,654","148,616","85,568",651,304,981,76,"1,274","6,597",562,"3,189",N
O14,5,"114,003","143,978","34,189","6,804",59,586,28,450,"1,122",267,482,N
O15,5,"133,438","165,377","63,342","3,754",203,629,175,743,"1,542",190,"8,348",N
O16,5,"94,338","107,375","26,463",535,-12,145,-27,189,"1,239",147,"3,685",N
O17,5,"90,509","128,526","38,000",623,109,704,51,"1,095","3,303",192,"2,276",N
O18,5,"84,194","132,466","53,445","4,275",4,"1,507",-2,767,"2,607",272,"19,355",N
O19,5,"75,331","120,209","25,770","1,108",40,377,27,656,"3,312",160,"1,307",N
O20,5,"96,177","128,647","65,347","2,291",173,818,70,784,451,536,642,N
O21,5,"103,599","134,232","30,957","3,722",146,556,19,760,"1,253",262,"6,696",N
O22,5,"75,657","110,542","62,011",433,192,770,523,643,"3,833",271,"2,627",N
O23,5,"131,433","149,643","22,333","2,510",41,209,-4,207,256,273,"2,673",N
O24,5,"99,252","123,982","89,236",649,274,"1,212",457,"2,576","3,023",48,"8,156",N
P1,5,"104,228","115,706","43,809",479,99,747,17,671,"3,564",174,"6,462",N
P2,5,"106,583","143,580","36,738",829,81,443,99,503,"3,688",183,"3,409",N
P3,5,"73,162","138,225","50,120",434,83,515,48,673,"2,933",273,"5,336",N
P4,5,"138,203","150,713","29,379","4,175",139,733,44,687,"1,855",926,"4,469",N
P5,5,"95,071","141,292","47,984","3,981",163,959,209,"1,497","1,031",477,"3,070",N
P6,5,"94,526","114,444","32,487",83,45,306,26,229,"1,689",28,"4,552",N
P7,5,"143,148","177,130","70,304","1,721",198,686,-27,674,"1,503",546,"1,804",N
P8,5,"99,782","123,902","38,482","1,761",151,875,94,"1,253","3,366",340,"11,849",N
P9,5,"85,624","123,905","53,398",357,50,336,-7,611,"3,267",213,"3,979",N
P10,5,"102,310","154,778","60,694",828,198,626,9,"1,368","4,932",415,"6,312",N
P11,5,"74,649","116,132","59,169",333,69,764,138,"1,813","2,830",433,"9,000",N
P12,5,"78,256","113,324","46,637",392,79,856,66,"1,245","3,366",227,"7,430",N
P13,5,"80,395","140,404","45,488","5,646",172,894,85,947,"2,028",858,"6,016",N
P14,5,"117,125","171,337","55,574","2,331",129,890,74,"1,019",808,864,"6,130",N
P15,5,"95,404","116,067","23,420","2,280",34,415,61,271,"1,459",190,"7,569",N
P16,5,"102,444","136,634","63,570",904,121,610,107,868,"4,908",332,"4,161",N
P17,5,"78,542","132,193","73,614",488,136,"1,029",366,"1,970","2,125",458,"1,178",N
P18,5,"103,195","143,275","58,352","1,572",173,"1,268",78,"1,454","1,144","1,820","1,185",N
P19,5,"118,949","150,416","67,617","1,577",111,963,-20,"1,335","3,566",438,"2,734",N
P20,5,"69,525","125,469","52,589",437,12,433,90,850,"3,235",245,"4,711",N
P21,5,"77,037","109,809","44,170","2,788",139,525,112,888,515,676,"2,473",N
P22,5,"195,865","212,802","45,955","4,039",176,620,-26,676,"1,488",987,862,N
P23,5,"74,848","124,611","43,086",618,73,416,6,502,"3,380",267,"3,415",N
P24,5,"110,260","131,551","35,168","4,609",93,510,88,438,"2,747",558,"2,130",N
