Well,Plate,FSC_A,FSC_W,SSC_A,PVR_PECy7,ANXA1_APC,CD51_FITC,CD168_700,Zombie,CD41_APCH7,MICB_PE,CD42_BV605,Colony
H2,3,"83,652","131,632","66,664","1,377",107,753,110,727,964,"1,086",656,N
H3,3,"74,018","118,914","33,977",77,152,805,-1,"1,605","4,247",177,"10,243",N
H4,3,"93,848","138,386","31,237","5,363",199,641,50,631,"4,072",817,"13,966",N
H5,3,"89,740","127,442","28,598",768,59,394,101,508,"3,321",481,"14,325",N
H6,3,"90,332","146,823","62,821",289,212,728,150,"1,328","3,456",486,"2,974",N
H7,3,"74,540","125,641","45,057",480,166,642,151,771,"2,732",325,742,N
H8,3,"35,257","79,469","6,387",250,14,39,-25,58,393,-12,188,N
H9,3,"77,406","113,719","30,983",374,158,699,76,924,"3,631",96,"5,737",N
H10,3,"158,773","204,294","44,911","2,900",281,"1,577",201,"1,522","4,533","1,092","1,475",N
H11,3,"118,303","171,829","66,674",485,187,766,85,"1,032","1,985",537,"8,620",N
H12,3,"60,021","101,273","46,417",184,427,506,420,"1,168","1,858",260,"4,791",N
H13,3,"90,943","140,547","31,312","2,665",89,738,70,"1,089","1,282",205,"1,295",N
H14,3,"64,278","125,770","33,368","3,649",34,368,-27,473,"1,997",601,"3,880",N
H15,3,"123,329","160,329","58,057","4,173",174,684,95,"1,247","14,811","1,361","9,898",N
H16,3,"113,905","141,432","67,324","4,341",151,"1,010",201,"1,284",904,402,"1,519",N
H17,3,"58,365","104,141","25,408",735,154,598,33,514,"9,000",211,807,N
H18,3,"81,175","112,071","20,903","1,578",91,555,-31,386,"8,210",311,"1,668",N
H19,3,"83,693","126,599","45,644",339,235,653,168,"1,057","4,274",199,"3,074",N
H20,3,"92,869","124,483","31,522","2,878",188,742,127,660,"2,053",456,"2,155",N
H21,3,"31,141","87,397","15,319",58,58,219,229,567,52,97,527,N
H22,3,"86,253","109,758","26,046","1,015",217,450,29,644,"3,079",262,"8,530",N
H23,3,"115,763","160,069","45,952","4,145",207,"1,208",220,"1,484","2,919",550,"7,177",N
H24,3,"79,202","117,761","17,121",879,-36,384,2,335,"1,959",-26,"6,080",N
I1,3,"93,441","127,194","79,929",297,195,572,919,"1,075","1,075",247,"10,902",N
I2,3,"83,654","112,442","24,063",645,161,405,35,360,"4,399",247,"2,440",N
I3,3,"82,499","111,002","22,815",768,-44,450,23,553,"1,936",213,491,N
I4,3,"88,550","108,356","18,805",617,69,524,68,567,"1,814",142,"1,276",N
I5,3,"114,045","162,440","41,479","2,460",111,566,40,646,"12,757",237,"3,537",N
I6,3,"136,396","171,634","38,152","3,875",61,643,132,679,"2,618",615,"2,543",N
I7,3,"88,348","118,844","72,535",228,367,393,"3,796","1,463","4,171",275,"3,729",N
I8,3,"94,061","152,887","50,224","2,568",295,707,106,"1,135","3,046",486,"6,368",N
I9,3,"91,612","122,264","35,095","2,518",375,396,110,796,"1,099",698,"9,274",N
I10,3,"98,496","127,055","28,249",989,71,737,103,498,"3,094",169,952,N
I11,3,"52,355","89,787","29,761",86,116,288,306,692,31,218,504,N
I12,3,"103,563","149,454","46,653","2,765",203,715,196,"1,124","1,977",507,"10,126",N
I13,3,"87,237","120,394","21,626",33,19,383,37,524,"2,541",178,"1,454",N
I14,3,"63,648","108,030","37,145",102,220,215,8,434,"2,415",185,828,N
I15,3,"96,641","140,198","67,487","5,123",181,"1,141",27,"1,058","1,232","1,213","4,639",N
I16,3,"72,220","119,037","54,334",556,348,986,266,"1,661","3,929",458,"16,201",N
I17,3,"84,811","128,766","57,914",570,178,702,127,701,"21,248",330,790,Y
I18,3,"67,694","108,216","48,266",664,119,580,"1,998",848,"1,525",388,573,N
I19,3,"124,676","154,948","55,971","2,601",312,865,102,"1,045","1,555",709,"1,022",N
I20,3,"100,000","122,669","23,386","1,554",25,749,86,420,"3,501",330,"2,067",N
I21,3,"136,877","156,278","50,846",873,211,"1,074",50,656,"2,338",324,675,N
I22,3,"111,506","128,736","20,551","1,788",140,412,-38,289,"1,139",201,306,N
I23,3,"110,142","129,325","40,885","1,520",122,878,-42,499,"1,551",444,518,N
I24,3,"77,972","126,431","41,477",747,78,"1,169",103,"1,811","2,602",547,"2,522",N
J1,3,"76,961","133,836","66,949",432,274,"1,281",99,"2,164","2,223",686,"14,134",N
J2,3,"117,855","156,440","47,069","6,291",611,"2,580",99,"1,868","2,773","1,883","1,494",N
J3,3,"103,386","129,551","54,929",261,179,897,204,"1,719","2,663",418,"2,561",N
J4,3,"144,627","187,026","48,650","4,738",213,829,433,"2,108","1,306",901,"1,436",N
J5,3,"68,924","98,772","33,843",376,226,"1,792",153,"1,591","2,847",185,"1,663",N
J6,3,"108,190","136,237","45,764","2,479",250,"1,528",89,"1,458",431,"1,476","1,440",N
J7,3,"115,265","154,912","51,761","2,663",258,417,292,630,"2,867",525,"3,221",N
J8,3,"110,510","164,468","54,185","3,176",197,"1,118",348,"1,122","2,908",851,"1,603",N
J9,3,"102,055","137,492","43,372",288,222,643,88,"1,248","2,740",360,"1,867",N
J10,3,"127,306","146,268","82,625","2,724",181,"1,090",404,"1,261","2,633",529,"3,930",N
J11,3,"78,923","114,172","42,636",247,222,431,83,776,"5,125",132,"1,494",N
J12,3,"69,262","131,024","37,083",125,45,901,18,"1,712","3,840",374,"2,003",N
J13,3,"90,183","133,305","32,403",571,147,603,38,882,"3,406",-286,"17,775",N
J14,3,"92,332","128,921","28,229",715,83,476,74,548,"3,892",239,"6,119",N
J15,3,"103,068","117,574","32,397","1,181",53,306,33,128,"2,116",157,"1,553",N
J16,3,"76,122","121,711","33,519","2,650",240,788,101,"1,137","4,458",308,"12,692",N
J17,3,"135,916","162,591","42,582","3,996",165,725,104,630,857,803,"1,973",Y
J18,3,"65,397","106,402","47,026",263,241,349,"2,334",667,678,263,"2,989",N
J19,3,"64,131","114,843","45,880",347,144,359,19,582,"2,320",293,"2,201",N
J20,3,"75,249","118,741","31,177","1,032",17,409,49,524,"4,837",235,"2,242",N
J21,3,"95,868","125,445","23,811","2,490",109,673,74,460,"3,181",252,"2,870",N
J22,3,"78,815","112,873","58,097","4,128",212,"1,049","3,568","1,920","6,436",621,"5,002",N
J23,3,"83,338","141,216","48,935","3,083",246,846,189,"1,551",852,798,"2,729",N
J24,3,"61,811","113,038","45,549",219,258,"1,326","2,781","1,554",222,495,"1,558",N
K1,3,"127,024","149,294","33,070","5,264",56,501,55,366,"1,145",332,"2,405",N
K2,3,"86,103","133,593","36,906","1,002",299,729,214,"1,310","4,888",-283,"23,724",N
K3,3,"84,701","123,136","43,596",125,150,541,72,749,"2,612",269,818,N
K4,3,"140,821","175,234","41,240","7,290",44,878,-5,671,"1,530","1,198","2,465",N
K5,3,"42,189","91,772","20,735","1,327",212,380,981,671,512,186,448,N
K6,3,"57,559","103,433","43,329",175,83,582,93,893,"5,362",275,"3,896",N
K7,3,"99,536","127,244","25,394","4,732",135,766,147,943,798,373,"3,017",N
K8,3,"121,914","170,761","85,914","1,627",500,"2,659",289,"1,915","23,558",682,"7,873",N
K9,3,"93,775","135,612","40,559","1,750",115,973,184,"1,301","3,398",392,"3,465",N
K10,3,"94,314","119,425","50,285","3,169",65,505,370,"1,277","2,137",719,"2,042",N
K11,3,"91,520","118,493","14,421","2,209",189,288,-78,250,"2,364",506,"3,725",N
K12,3,"106,215","163,902","48,938",971,245,929,236,950,"4,258",496,"1,541",N
K13,3,"87,090","121,310","31,552","1,744",208,985,243,993,"2,593",280,"6,888",N
K14,3,"84,197","117,801","41,788",403,-4,"1,460",87,"1,659","3,561",576,"9,916",N
K15,3,"77,788","121,691","51,484",453,156,738,156,"1,149","5,660",741,"15,290",N
K16,3,"80,957","133,942","74,703","1,907",199,552,875,899,419,438,"1,126",N
K17,3,"74,341","109,816","32,948","2,504",125,471,129,541,808,528,"2,228",N
K18,3,"106,719","133,378","31,854","1,741",1,971,-9,541,"3,446",907,"4,679",N
K19,3,"75,845","121,873","65,759",-93,154,"1,051",171,"1,795","5,099",216,"7,639",N
K20,3,"124,210","136,682","24,293","1,395",6,483,67,458,"2,704",268,"2,013",N
K22,3,"71,898","121,472","44,147","1,941",244,767,399,"1,487","1,613",238,"1,315",N
K23,3,"82,804","119,630","63,253",240,239,735,"1,754","1,021","3,788",330,"1,203",N
K24,3,"91,839","115,545","47,858",101,221,622,84,"1,310","4,732",170,"4,707",N
L1,3,"78,600","132,634","44,501","1,705",56,431,122,477,887,297,484,N
L2,3,"83,843","133,012","47,979","2,713",195,708,52,"1,328","2,036",287,"4,325",N
L3,3,"81,372","126,262","35,049","1,134",134,971,-12,"1,636","5,767",28,"8,558",N
L4,3,"116,307","164,345","39,654","2,360",198,"1,005",58,744,"1,285",756,"2,848",N
L5,3,"87,125","126,623","23,877",582,123,435,-34,492,"6,392",119,"5,842",N
L6,3,"86,768","125,327","33,925","1,997",44,495,14,877,"2,852",564,"1,025",N
L7,3,"69,420","127,252","27,370","4,204",111,459,-70,818,"1,196",331,"5,321",N
L8,3,"83,881","127,386","32,145",995,168,819,2,"1,266","2,468",474,"8,765",N
L9,3,"95,438","113,469","27,752","1,115",51,482,11,338,728,148,454,N
L10,3,"51,551","119,409","41,289","1,326",68,290,"1,718","2,047","1,691",162,"5,248",N
L11,3,"88,889","126,037","40,905",444,125,461,0,538,"8,132",219,"2,142",N
L12,3,"87,943","130,142","45,640",328,217,"1,267",9,"1,553",458,127,"9,293",N
L13,3,"80,740","116,643","41,982",163,34,463,40,"1,167","18,127",139,"10,552",N
L14,3,"130,084","179,210","43,385","2,322",180,544,48,700,"2,216",380,782,N
L15,3,"94,389","128,207","31,682",542,114,711,-32,461,"3,336",26,"8,605",N
L16,3,"64,572","119,129","57,751",645,247,786,151,"1,403","3,267",532,"1,598",N
L17,3,"48,873","99,328","39,346",530,129,341,989,"2,100",924,214,999,N
L18,3,"115,818","141,380","38,887",737,112,508,68,434,"2,699",191,391,N
L19,3,"97,638","124,797","48,542",926,250,762,281,"1,315","7,433",164,"4,709",N
L20,3,"103,733","150,510","54,922",614,192,675,168,"1,141","4,433",398,"10,353",N
L21,3,"84,698","116,235","23,098","3,068",98,271,32,296,"1,021",304,"1,958",N
L22,3,"94,706","112,336","19,036","2,360",62,579,144,311,"2,851",83,"4,317",N
L23,3,"65,652","119,460","52,948",122,199,"1,005",70,"1,115","3,977",412,"1,100",N
L24,3,"103,035","131,196","96,429",78,199,954,109,"1,233","3,921",568,"20,873",N
M1,3,"121,561","165,159","68,945","3,268",315,871,-24,"1,517","2,133",632,"2,631",N
M2,3,"49,082","96,838","27,261",100,140,505,450,969,-104,162,854,N
M3,3,"73,739","119,645","45,618",228,205,851,154,"1,595","4,419",287,"6,318",N
M4,3,"103,038","119,475","21,319","1,460",67,298,-11,267,646,250,275,N
M5,3,"89,195","129,957","26,734","2,292",178,340,-18,473,"1,256",289,"5,405",N
M6,3,"110,496","143,489","30,544","2,211",65,368,11,548,"1,236",736,"2,410",N
M7,3,"66,609","103,759","23,450",207,105,431,222,"1,078","3,819",59,"1,592",N
M8,3,"113,412","130,623","35,211","1,440",255,741,96,"1,359","2,008",667,"1,269",N
M9,3,"89,330","114,155","27,254",373,-60,159,5,165,"1,873",126,"3,001",N
M10,3,"43,630","101,867","22,572",178,34,59,288,61,165,73,357,N
M11,3,"82,792","132,029","38,883",612,85,478,20,442,"4,646",229,"3,200",N
M12,3,"124,928","179,511","65,471","4,324",354,785,346,"1,058","2,610",871,"10,397",N
M13,3,"99,263","135,856","58,335",369,211,718,116,"1,169","4,651",87,"4,386",N
M14,3,"112,664","133,915","102,793","1,473",526,"1,773",356,"2,964","3,708","1,683","3,631",N
M15,3,"91,288","129,123","55,053",661,197,909,-95,"1,358","4,734",426,"4,271",N
M16,3,"82,740","116,655","31,759","1,513",155,573,164,698,"2,328",177,674,N
M17,3,"66,660","106,760","36,119","1,079",186,465,93,921,"1,253",553,798,N
M18,3,"109,661","147,617","90,037",413,163,"1,158",238,"3,042","4,086",475,"19,875",N
M19,3,"79,184","122,319","59,500","2,692",75,523,552,492,"1,074",301,"2,199",N
M20,3,"90,372","149,429","28,962","3,951",400,792,233,842,868,"1,245","1,916",N
M21,3,"85,523","133,407","34,716","1,288",-15,582,-56,562,"5,084",54,"6,136",N
M22,3,"80,294","115,333","39,777","2,742",101,555,145,600,655,378,"1,579",N
M23,3,"116,470","144,970","32,841","4,949",20,872,182,982,"1,115","1,139","1,604",N
M24,3,"100,876","140,251","27,498",967,139,382,76,605,"2,150",107,"18,058",N
N1,3,"44,065","109,666","32,214",-13,199,198,295,355,77,232,417,N
N2,3,"90,052","116,675","26,739","2,586",117,498,73,377,"1,091",283,"1,416",N
N3,3,"66,664","111,178","38,268","1,822",88,837,30,732,"6,942",359,623,N
N4,3,"105,928","126,310","52,650","1,808",128,504,52,727,"3,571",254,"14,821",N
N5,3,"82,852","132,131","49,888","2,033",150,600,74,"1,052","1,560",524,"3,185",N
N6,3,"92,966","155,694","31,571","2,424",181,"1,139",26,803,"1,917",277,998,N
N7,3,"111,895","127,774","20,978","2,557",19,459,107,846,"1,253",-12,"6,453",N
N8,3,"139,975","180,494","74,172",153,106,"1,056",104,"1,696","3,192",193,"7,153",N
N9,3,"55,824","108,657","30,628",109,97,333,383,924,-50,236,664,N
N10,3,"76,918","141,694","43,049","1,229",41,503,-14,431,"16,886",200,556,N
N11,3,"87,945","118,959","57,609","2,151",142,825,"1,158","1,336",643,327,"1,087",N
N12,3,"107,179","153,760","74,403",233,352,"1,057",284,"1,636","5,907",236,"15,444",N
N13,3,"107,036","162,036","65,838","5,567",337,"1,062",278,"1,992",744,"1,018","5,733",N
N14,3,"114,601","153,740","41,251",526,-9,426,39,498,"4,327",445,"7,835",N
N15,3,"32,625","88,381","14,741",5,72,98,193,270,9,113,180,N
N16,3,"102,265","149,649","59,425","3,882",320,710,908,"1,762","2,932",506,"6,730",N
N17,3,"56,142","118,509","36,861",543,214,690,533,"1,220","3,023",223,"2,098",N
N18,3,"105,621","146,544","58,764","3,599",11,643,176,"1,074","1,750",565,"2,268",N
N19,3,"113,669","121,992","45,411",62,200,968,83,"1,538","2,613",284,"16,994",N
N20,3,"81,061","133,159","36,229",687,109,522,43,816,"2,217",276,"5,409",N
N21,3,"79,188","140,023","37,399",452,185,550,82,806,"2,238",111,"9,952",N
N22,3,"89,176","137,437","52,328","5,362",143,966,40,957,"7,553","1,072","5,120",N
N23,3,"98,470","157,938","75,367","3,403",191,"1,216",241,"2,714","1,579","1,030","2,223",N
N24,3,"83,557","119,406","31,464","2,552",178,511,31,917,"1,313",414,916,N
O1,3,"116,226","164,617","79,310",439,244,"1,038",-199,"1,120","6,529",416,"7,632",N
O2,3,"105,408","164,414","45,036","5,931",139,669,194,728,626,641,"3,491",N
O3,3,"107,477","143,186","43,540","5,349",6,698,51,703,"1,477","1,384","5,230",N
O4,3,"85,781","144,723","64,444","5,892",195,578,77,"1,172","2,832",959,"5,322",Y
O5,3,"78,813","126,887","38,287",208,131,440,187,971,"1,749",331,"8,905",N
O6,3,"86,476","135,113","31,544","2,059",262,772,52,510,"3,014",232,465,N
O7,3,"70,603","130,457","35,068",540,332,388,-7,868,"4,450",44,"7,900",N
O8,3,"78,288","125,876","46,237",221,174,434,132,842,"3,099",338,"7,245",N
O9,3,"96,790","121,522","28,891",459,133,602,112,676,"2,076",223,"12,532",N
O10,3,"104,568","121,105","16,393","1,499",-8,556,-128,431,"2,818",184,"2,723",N
O11,3,"88,421","132,718","37,310","2,589",269,455,174,808,770,287,"1,118",N
O12,3,"68,726","121,485","38,592","1,012",70,680,49,761,"7,588",292,"16,565",N
O13,3,"91,976","131,630","51,352","3,274",195,861,326,867,"1,693",307,"5,317",N
O14,3,"93,866","137,074","64,095","1,426",531,"1,266",505,"1,874","3,005",720,"3,272",N
O15,3,"86,522","128,239","30,909","2,216",46,440,-87,395,"2,886",117,"5,116",N
O16,3,"84,983","129,639","46,220",277,-53,345,-37,575,"3,130",275,"5,557",N
O17,3,"73,516","124,359","19,550","2,315",92,251,-36,474,766,731,"4,216",Y
O18,3,"91,249","118,671","51,408",658,328,599,95,"1,200","2,212",432,"1,160",N
O19,3,"99,987","118,504","33,279",-2,3,533,244,408,"2,127",85,"3,644",N
O20,3,"82,736","146,071","65,517","2,979",337,745,154,"1,244","3,981",980,"2,988",N
O21,3,"84,817","124,514","51,286","2,333",162,647,69,896,"2,582",450,952,N
O22,3,"90,253","115,513","27,490",159,119,369,193,723,"3,012",73,"9,677",N
O23,3,"97,459","138,218","75,021","2,138",410,"1,121",108,"1,628","1,808",644,"2,705",N
O24,3,"101,754","138,298","61,251","1,718",193,694,10,959,"2,295",430,"7,656",N
P1,3,"72,221","114,780","53,156",390,719,847,"2,860","1,932","5,663",-21,"11,486",N
P2,3,"167,022","188,919","118,881","3,219",342,"1,184","17,626","3,233",447,535,"2,269",N
P3,3,"84,002","107,503","38,757",288,51,"1,044",108,648,"2,681",206,684,N
P4,3,"98,658","112,272","20,278","1,804",95,214,33,157,"2,055",35,"5,920",N
P5,3,"139,715","154,898","70,942",148,234,"1,015",206,"2,003","3,876",207,"23,841",N
P6,3,"101,028","146,670","57,725",944,295,"1,417",647,"2,295","1,818",585,"1,692",N
P7,3,"69,520","104,194","56,280",587,"1,001","1,403",952,"2,271","4,335",476,"4,919",N
P8,3,"54,240","112,883","27,996",175,229,213,"2,264","1,708",256,394,363,N
P9,3,"48,730","97,438","29,292",109,137,525,226,"1,362","2,707",147,"2,680",N
P10,3,"153,772","186,840","42,488","4,037",134,558,94,900,42,909,"4,762",N
P11,3,"90,282","143,133","41,637","3,888",96,767,109,"1,336",29,993,"2,128",N
P12,3,"89,480","135,678","35,158","1,931",120,733,95,988,"2,596",382,"2,836",N
P13,3,"91,560","107,104","16,983","1,532",-15,321,-62,177,"5,632",261,156,N
P14,3,"111,115","134,766","82,433","1,862",44,"1,135","1,382","1,146",433,533,"3,013",N
P15,3,"101,456","157,274","83,127",747,211,"1,312",64,"1,053","4,535",722,"1,328",N
P16,3,"72,725","125,147","65,247",729,64,741,0,"1,104","3,082",498,"1,280",N
P17,3,"82,082","101,679","18,216",458,40,305,-24,189,"2,010",128,"7,338",N
P18,3,"52,999","106,271","32,903",286,291,369,"1,149","1,197",534,225,730,N
P19,3,"66,091","111,956","30,158","1,393",148,364,158,901,-24,459,"3,065",N
P20,3,"135,635","160,642","80,766","1,015",208,925,193,"1,357","4,286",457,"17,809",N
P21,3,"119,767","144,016","49,913","1,659",107,857,-1,"1,095","5,512",103,"18,291",N
P22,3,"119,436","146,829","41,994",412,268,491,294,"1,365",955,151,"2,171",N
P23,3,"87,343","125,077","37,271",720,124,352,-24,361,"4,053",242,"1,012",N
P24,3,"61,709","109,707","22,224",990,100,517,-33,413,818,99,"1,430",N
A1,4,"62,863","116,510","26,994",218,128,519,35,431,"4,227",99,"2,304",N
A2,4,"83,183","134,798","72,245","3,215",184,702,408,613,"1,097",231,"4,594",N
A3,4,"90,037","133,351","57,024","1,494",228,806,101,"1,001","1,773",443,"1,439",N
A4,4,"76,950","136,759","44,259",387,276,367,-27,875,"3,806",-282,"27,610",N
A5,4,"92,681","130,007","41,320","1,222",263,719,251,990,"9,021",280,"1,923",N
A6,4,"119,278","173,626","110,264","2,003",440,"1,116",680,"1,551","5,534",643,"3,494",N
A7,4,"58,232","106,680","43,151",816,174,599,179,"1,057","3,265",341,862,N
A8,4,"103,726","128,065","31,860","2,105",179,379,9,584,"3,371",120,"4,563",N
A9,4,"65,606","112,430","37,365",161,212,417,280,"1,487","7,441",-7,"8,879",N
A10,4,"69,181","117,308","46,883",456,105,784,151,"1,859","2,656",204,"9,254",N
A11,4,"107,105","138,174","66,739",646,68,714,231,"1,188","9,019",-51,"16,099",N
A12,4,"94,600","126,572","25,730","3,400",126,462,36,609,"1,726",170,"5,977",N
A13,4,"96,252","130,667","45,977","3,073",75,758,-98,433,"2,382",479,"1,378",N
A14,4,"154,346","181,341","46,853","4,932",171,580,"4,932","1,537","1,210",52,"5,649",N
A15,4,"100,447","161,401","60,240","2,046",256,986,212,"1,804","2,078",224,"5,476",N
A16,4,"43,774","83,938","12,335",391,82,107,59,138,326,41,255,N
A17,4,"101,512","146,836","78,752",-9,241,533,97,"1,136","4,563",166,"17,311",N
A18,4,"98,779","137,438","69,538",201,82,537,-241,"1,359","3,481",262,"16,781",N
A19,4,"80,962","122,155","42,060",100,204,326,23,738,"2,512",167,372,N
A20,4,"86,258","130,593","32,802",970,171,543,239,789,"1,190",89,"3,556",N
A21,4,"89,685","136,688","33,945","1,876",58,364,15,583,869,446,"4,538",N
A22,4,"85,510","150,450","51,686","4,082",362,912,99,"1,385",647,376,"3,858",N
A23,4,"89,045","123,229","26,763","1,319",102,469,86,599,"3,756",184,"4,226",N
A24,4,"83,857","136,565","49,503",970,119,981,306,"1,398","6,223",170,"20,727",N
B1,4,"61,458","103,333","33,167",608,110,807,96,"1,733","2,485",326,"1,927",N
B2,4,"100,932","138,383","60,814","3,040",107,557,163,660,"2,212",734,"3,436",N
B3,4,"95,144","122,952","65,734",348,145,829,136,"1,741","5,426",340,"9,439",N
B4,4,"103,532","149,001","37,271","3,274",6,477,-5,558,"1,283",928,"2,838",N
B5,4,"74,815","113,183","16,937",471,89,389,58,275,"1,320",122,390,N
B6,4,"101,729","125,618","18,192","3,779",51,386,38,290,616,448,"2,554",N
B7,4,"97,310","127,086","28,055","4,202",128,548,1,318,559,"1,049","2,118",N
B8,4,"86,165","138,625","38,363",477,103,508,-59,551,"3,361",253,689,N
B9,4,"83,975","124,416","49,548",-36,194,411,86,796,"3,733",127,"12,969",N
B10,4,"92,331","154,579","54,588","4,003",166,598,22,987,918,595,"7,428",N
B11,4,"66,582","115,888","37,848",867,106,441,88,481,"1,962",328,714,N
B12,4,"90,691","138,467","58,021","3,520",87,591,40,959,"2,376",915,"3,404",N
B13,4,"132,401","143,327","44,099","2,374",132,585,468,763,47,314,"3,265",N
B14,4,"99,536","149,865","70,329",140,183,813,190,"1,424","2,882",348,"5,357",N
B15,4,"104,998","146,836","83,823",661,522,"1,020","1,834","1,471","2,453",644,"1,323",N
B16,4,"111,644","159,641","78,696","3,411",144,851,87,918,"2,255",651,"3,072",N
B17,4,"116,997","170,344","48,054","11,251",410,897,327,"1,203","2,401","1,492","12,507",N
B18,4,"90,324","145,127","34,871",802,111,958,-59,958,"4,416",352,"7,786",N
B19,4,"86,701","125,309","38,038","1,944",201,550,10,"1,082","2,835",155,"7,902",N
B20,4,"101,178","126,311","27,053","1,879",17,327,40,314,535,152,"1,608",N
B21,4,"179,263","198,690","59,114","1,609",155,"1,015",137,687,"1,165",391,691,N
B22,4,"117,623","130,879","45,675",413,18,"1,091",352,571,"3,123",133,"1,909",N
B23,4,"89,117","109,984","21,902",596,125,524,-6,266,687,113,237,N
B24,4,"135,500","178,226","57,844","3,644",207,826,44,955,"2,553","1,753","4,329",N
C1,4,"69,335","116,700","39,059","3,208",115,546,27,890,"2,556","1,341",610,N
C2,4,"81,733","118,192","43,672",812,202,605,59,"1,010","1,058",435,873,N
C3,4,"54,004","93,039","33,703","2,505",83,494,"1,460","1,779","1,102",311,518,N
C4,4,"83,913","144,119","78,810","3,476",246,"1,013",300,"1,422","2,943",902,"4,984",N
C5,4,"63,435","118,179","44,234",352,-4,728,-80,640,"2,931",240,505,N
C6,4,"134,788","161,549","39,465","4,717",25,681,11,521,"16,978",479,"3,263",N
C7,4,"82,334","122,565","39,038",652,91,508,-87,730,"1,605",421,"7,310",N
C8,4,"82,993","125,090","32,620","2,281",54,581,30,419,"1,748",312,379,N
C9,4,"89,538","124,542","54,788",610,142,717,55,"1,641","6,136",356,"1,541",N
C10,4,"71,059","104,469","45,505","4,874",239,749,30,"1,072","1,025","1,324","2,507",Y
C11,4,"113,280","131,497","35,734","1,504",346,764,189,"1,332",807,340,"2,130",N
C12,4,"80,731","118,291","33,611",579,110,700,171,"1,227","2,661",359,"4,843",N
C13,4,"81,345","110,227","24,516",679,2,303,271,525,"3,033",-315,"21,819",N
C14,4,"114,211","147,006","39,067","4,723",159,829,101,727,"1,249","1,059",785,N
C15,4,"77,091","114,521","23,971","2,227",85,586,103,822,"2,158",131,"1,197",N
C16,4,"102,110","116,156","18,926",617,-16,319,-16,274,"6,338",-121,"6,771",N
C17,4,"75,632","111,778","26,241",707,116,761,283,"1,007","2,381",70,"4,527",N
C18,4,"107,467","158,525","76,452","4,417",223,"2,400",-73,"1,599","3,500",611,"1,962",N
C19,4,"107,197","135,294","29,959",879,49,199,-12,357,"1,620",219,"4,730",N
C20,4,"99,100","126,415","42,310","1,665",219,924,21,"1,348","2,269",405,"1,433",N
C21,4,"94,353","131,775","27,322","2,772",80,738,359,777,"1,605",417,"4,470",N
C22,4,"101,163","139,060","50,695","3,018",255,987,-21,858,"1,745",433,"4,548",N
C23,4,"101,713","136,719","56,810",412,114,476,51,774,"4,439",172,"16,361",N
C24,4,"112,072","137,231","31,108","2,029",89,776,148,941,"2,875",384,"18,849",N
D1,4,"84,511","132,058","45,802",478,129,832,24,"1,539","2,167",128,"13,560",N
D2,4,"88,816","134,021","37,462","4,538",147,707,20,780,"1,597","2,896","1,801",N
D3,4,"99,082","142,425","76,256","1,556",408,"1,028",551,"1,407",469,525,"1,409",N
D4,4,"94,917","134,674","47,292",606,124,460,197,726,"3,671",246,"3,768",N
D5,4,"93,029","144,961","52,755",803,213,"1,075",121,"1,569","5,715",585,"2,082",N
D6,4,"87,317","127,354","60,930","3,445",226,745,-20,980,"1,836",549,"1,463",N
D7,4,"38,259","90,381","23,720",66,286,310,951,"1,253",447,223,"1,023",N
D8,4,"104,246","130,638","58,907",361,130,628,183,"1,334","3,771",443,"8,021",N
D9,4,"96,802","135,943","73,695","4,709",164,895,138,"1,293","2,477",989,"4,000",N
D10,4,"95,638","114,507","21,284","1,404",69,"1,172",18,"1,269","1,624",211,"5,596",N
D11,4,"68,747","122,720","28,468","1,872",63,805,173,701,"3,577",111,"3,752",N
D12,4,"73,007","118,474","27,531","6,436",206,564,-36,472,984,"1,547","2,255",Y
D13,4,"103,609","160,613","96,362","8,306",686,"1,372","1,506","1,525",435,441,"2,480",N
D14,4,"95,432","115,095","14,948","1,595",155,256,-100,363,"2,360",24,"12,482",N
D15,4,"58,576","102,917","26,776","1,178",213,483,-58,587,"3,076",187,578,N
D16,4,"94,613","151,923","68,888",853,258,811,164,"1,100","2,435",458,"12,068",N
D17,4,"83,293","125,626","31,726","2,532",478,400,174,887,735,"1,316","3,619",N
D18,4,"35,176","93,359","23,405","2,090",158,304,"1,402",835,"1,530",281,"2,220",N
D19,4,"116,348","140,239","25,614","2,545",469,422,-28,564,"1,422","1,763","4,865",N
D20,4,"103,615","130,728","70,288","1,969",488,"1,061","2,871","1,667","2,928",634,"10,417",N
D21,4,"108,748","143,751","37,426","4,757",44,646,"1,025","1,223","2,364",703,"5,240",N
D22,4,"127,096","164,184","67,055","1,305",393,"1,146",151,"2,272","5,749",401,"20,857",N
D23,4,"95,266","140,130","50,476","1,124",195,"1,259",320,"1,630","4,815",311,"4,108",N
D24,4,"67,255","110,100","42,571",640,173,772,157,"1,592",885,454,"1,534",N
E1,4,"118,249","154,435","44,801",433,216,621,191,860,"4,557",227,"9,736",N
E2,4,"65,019","125,863","33,522",452,118,531,67,963,"5,302",432,"11,855",N
E3,4,"87,601","134,507","42,867",573,33,604,218,843,"4,884",330,"18,923",N
E4,4,"112,242","133,033","37,064",35,222,585,176,628,"3,149",121,"4,644",N
E5,4,"88,026","129,654","76,663","2,436",225,"1,094",20,"1,688","1,739",557,"1,763",N
E6,4,"146,863","174,603","64,169","4,567",278,"1,097",255,"1,730","2,042",825,"2,185",N
