Well,FSC_A,FSC_W,SSC_A,PVR_PECy7,ANXA1_APC,CD51_FITC,CD168_700,Zombie,CD41_APCH7,MICB_PE,CD42_BV605,Colony,Plate,Cells per well
B8,"102,761","117,335","16,575","1,271",-108,195,80,133,"6,367",50,782,N,5,0
B9,"132,079","133,363","21,967","2,155",-245,263,75,167,"6,744",-76,"1,006",N,5,0
B11,"126,751","169,549","78,922","2,928",-883,803,-25,402,"21,151",349,"12,804",N,5,0
B12,"83,908","106,289","23,425","2,875",-522,537,171,107,"12,891",158,"1,391",N,5,0
B13,"116,642","136,776","49,868","3,095",-425,866,162,735,"9,618",681,"2,304",N,5,0
B14,"105,490","108,435","26,082","1,292",-385,386,-33,241,"10,076",182,"3,762",N,5,0
B15,"101,552","113,502","26,313","6,226",-53,349,147,279,"2,782",240,321,N,5,0
B17,"150,064","195,935","52,557",955,-525,386,-125,117,"17,189",-13,"10,080",N,5,0
B18,"128,544","139,076","56,179","2,195",-483,462,134,63,"14,519",183,"14,547",N,5,0
B19,"95,978","116,924","21,099","2,560",-316,484,65,157,"10,966",599,930,N,5,0
B21,"105,980","116,252","25,445","2,406",-342,396,-81,225,"10,278",52,587,N,5,0
B22,"111,510","121,916","32,637","1,509",-76,449,31,178,"6,110",13,"3,347",N,5,0
B23,"93,991","121,074","31,045","1,365",0,779,239,240,"5,993",146,418,N,5,0
B24,"116,490","133,457","70,462","1,091",-420,314,"2,949",486,"15,334",255,"21,264",N,5,0
C2,"80,727","101,158","24,231","2,541",-36,791,53,222,"3,501",300,215,N,5,0
C3,"99,999","107,554","25,519","3,262",34,304,46,272,"1,798",158,388,N,5,0
C4,"97,019","128,087","32,748","2,997",-678,655,141,139,"17,942",943,"7,604",N,5,0
C5,"184,282","207,208","103,320","2,675","-1,034","1,077",167,455,"25,834",63,"18,698",N,5,0
C6,"110,923","117,285","30,670","1,871",-40,249,22,228,"2,537",247,267,N,5,0
C7,"117,620","129,689","36,438","3,586",-258,486,96,347,"10,286",423,"1,157",N,5,0
C8,"99,044","114,126","18,389","2,690",-188,240,18,190,"5,865",69,185,N,5,0
C9,"93,602","113,069","21,610","2,943",-286,376,225,269,"9,199",299,886,N,5,0
C10,"128,605","138,284","78,382","4,888",-286,"1,493",203,624,"13,349","2,074","1,575",N,5,0
C11,"182,614","189,337","79,658","1,127",-401,896,281,513,"16,123",142,"18,719",N,5,0
C13,"95,362","125,767","29,130","3,758",92,403,29,217,191,484,"1,524",N,5,0
C14,"193,479","193,716","47,805","4,821",-496,518,131,7,"14,999",375,"12,675",N,5,0
C16,"131,070","137,518","27,642","2,057",-479,544,185,-127,"11,797",495,"6,024",N,5,0
C18,"140,591","153,522","50,388","4,204",-13,948,19,558,"2,858",235,567,N,5,0
C19,"158,963","191,374","84,733","3,849",243,"1,086",11,"1,206","6,929",301,"3,000",N,5,0
C20,"101,049","124,156","29,099","3,227",-691,462,-17,132,"17,680",262,"1,660",N,5,0
C22,"111,449","117,313","22,819","3,156",-186,392,-17,182,"3,987",3,203,N,5,0
C23,"87,968","123,847","60,370",291,-348,431,137,637,"8,059",119,"5,141",N,5,0
D1,"120,313","135,516","33,670","2,208",-449,434,105,-5,"12,106",-149,"10,536",N,5,0
D2,"110,044","125,789","26,017","2,618",-471,459,47,-5,"10,669",202,"5,615",N,5,0
D3,"94,650","117,847","76,378",912,-382,351,-185,7,"10,166",61,"11,858",N,5,0
D4,"125,322","156,733","47,091","3,573",-137,681,268,376,"13,434",192,"7,404",N,5,0
D5,"142,056","142,464","32,874","4,201",-67,252,78,245,"1,357",522,302,N,5,0
D6,"94,373","117,624","37,542","3,147",-164,553,0,554,"6,226",261,503,N,5,0
D7,"111,817","144,603","25,815","1,968",-190,332,177,5,"6,751",487,"8,420",N,5,0
D8,"188,650","212,560","85,644",137,-365,700,170,426,"13,191",298,"6,748",N,5,0
D9,"102,877","122,755","30,984","1,432",-374,706,101,-269,"8,494",470,"12,789",N,5,0
D10,"153,043","156,031","77,012",822,-273,604,-17,-79,"10,501",-44,"14,594",N,5,0
D11,"140,658","158,627","54,254","6,123",-265,"1,089",300,352,"10,379","1,011","9,394",N,5,0
D13,"81,862","109,807","45,302","1,162",-179,750,2,426,"4,675",121,461,N,5,0
D14,"102,322","126,027","28,862","2,194",-300,257,59,166,"7,307",129,"2,698",N,5,0
D15,"120,028","131,188","24,203","1,827",-352,344,22,245,"8,743",8,848,N,5,0
D17,"92,925","116,509","30,958",741,139,665,118,551,"6,214",270,875,N,5,0
D18,"142,677","143,816","25,387","3,489",-17,251,-12,238,"2,730",-8,305,N,5,0
D19,"152,193","181,357","43,378","1,944",-559,"1,791",54,57,"17,388",-497,"16,426",N,5,0
D20,"77,114","104,674","47,643","1,299",-52,706,88,691,"1,892",323,697,N,5,0
D21,"63,998","92,705","4,941",50,-85,128,1,49,"2,066",-13,87,N,5,0
D22,"130,352","168,442","64,930","3,106",-626,844,7,-134,"18,812",430,"18,413",N,5,0
D24,"125,099","131,310","25,060","3,527",-380,335,45,-9,"11,594",-241,"6,661",N,5,0
E1,"98,216","133,607","71,219","1,255",837,"1,023",583,"1,237","4,514",638,"1,063",N,5,0
E2,"157,846","193,354","91,881","5,012",-233,"1,356",39,"1,321","6,807",380,"2,265",N,5,0
E3,"113,708","118,599","26,122","1,909",191,557,75,276,"3,565",63,325,N,5,0
E4,"106,106","113,704","21,915","3,549",-173,425,1,188,"5,481",-47,299,N,5,0
E5,"89,040","119,714","21,917","2,229",-263,312,88,122,"7,122",630,356,N,5,0
E6,"132,898","145,015","46,735","1,413","-1,293",579,411,-73,"32,783",-296,"11,530",N,5,0
E7,"116,138","127,252","46,429","2,091",-387,734,2,510,"9,379",192,"1,592",N,5,0
E9,"102,521","127,659","47,979","2,501",-114,671,86,553,"4,796",343,550,N,5,0
E10,"182,709","224,746","83,618","1,246",-156,711,88,814,"4,820",265,"4,687",N,5,0
E11,"141,335","142,849","46,244","1,942",411,835,"2,107",843,"18,636",192,"29,464",N,5,0
E13,"167,211","156,700","33,112","1,767",-494,401,90,14,"12,430",63,"7,776",N,5,0
E15,"122,133","126,993","39,760","2,607",-450,469,135,230,"10,520",-45,620,N,5,0
E16,"127,424","139,117","24,997","3,193",-497,537,39,67,"13,525",-68,"6,055",N,5,0
E17,"108,179","136,886","38,857","3,345",-380,976,8,118,"15,926",901,"4,758",N,5,0
E18,"113,926","144,864","72,082","3,823",-182,"1,285",14,707,"7,549",942,933,N,5,0
E19,"97,232","115,436","20,251","1,936",-126,224,18,95,"1,133",225,-50,N,5,0
E20,"104,182","113,541","20,674","2,633",-521,289,38,-94,"13,938",84,"6,308",N,5,0
E21,"157,410","179,079","101,369","1,016",-849,921,197,"1,027","25,361",134,"10,107",N,5,0
E22,"104,146","113,248","20,776","1,942",-110,203,109,136,"3,096",322,205,N,5,0
E23,"103,674","118,774","33,561","3,707",-457,931,21,120,"11,059",406,"2,396",N,5,0
E24,"90,519","120,690","23,198","4,861",-335,389,82,185,"8,816",-75,"1,871",N,5,0
F1,"101,415","127,952","31,227","3,422",-7,383,-97,248,"1,641",172,327,N,5,0
F2,"115,044","154,815","43,799","3,011",-510,"1,196",-2,231,"15,830",760,"4,613",N,5,0
F3,"127,200","140,123","74,128","2,450",-532,"1,263",128,"1,000","16,744",312,"1,873",N,5,0
F4,"121,634","130,867","41,009","1,044",-660,"1,201",91,259,"16,792",254,"2,209",N,5,0
F6,"173,875","193,501","69,986","10,597",-456,750,116,667,"14,417",298,"1,531",N,5,0
F7,"85,843","121,737","31,353","3,124",-38,185,-14,169,"1,770",201,213,N,5,0
F8,"106,479","129,965","24,324","3,051",-476,288,7,-111,"9,489",346,"6,534",N,5,0
F10,"110,070","118,548","34,536","2,701",12,368,-36,277,"3,374",547,334,N,5,0
F11,"134,565","143,285","38,285","1,223",-566,981,-90,175,"15,809",178,"5,274",N,5,0
F12,"105,401","141,244","56,666","1,660",-222,987,48,482,"10,034",791,725,N,5,0
F15,"128,911","130,226","23,673","4,526",-151,637,77,210,"5,685",781,268,N,5,0
F16,"162,330","171,516","38,329","5,365",-397,557,100,516,"15,353",670,"2,337",N,5,0
F17,"103,370","124,840","66,341","2,274",53,"1,064",337,"1,088","3,453",512,"1,062",N,5,0
F18,"92,910","107,471","48,908","1,225",45,529,133,537,"4,057",124,500,N,5,0
F19,"118,726","167,470","89,908",967,-662,726,"1,167","1,160","21,085",323,"8,149",N,5,0
F20,"99,916","145,320","60,165","1,673",-479,920,132,813,"12,728",173,"8,306",N,5,0
F22,"175,229","202,607","68,077","3,702",-428,891,139,333,"15,381",604,"11,389",N,5,0
F23,"120,040","127,706","42,013","1,680",-90,653,112,334,"7,215",406,"3,733",N,5,0
F24,"84,416","121,596","33,700","2,856",-526,579,25,330,"13,072",223,"2,742",N,5,0
G1,"143,078","165,832","57,889","6,670",-822,"1,189",237,94,"21,190",131,"11,940",N,5,0
G2,"176,511","215,464","119,573","3,088",-144,547,119,-968,"6,718","1,044","40,021",N,5,0
G3,"98,030","107,948","16,368","2,358",-289,402,50,87,"6,140",2,"2,227",N,5,0
G4,"105,130","129,408","49,281","3,158",-483,693,177,530,"12,365",78,"6,490",N,5,0
G5,"91,644","111,515","34,557","2,029",-95,253,54,179,"4,186","1,017",182,N,5,0
G6,"109,166","115,107","28,181","2,040",-177,454,79,244,"6,169",51,918,N,5,0
G7,"128,073","129,295","29,399","2,296",-208,709,11,253,"5,604",278,229,N,5,0
G8,"119,236","136,522","37,408","4,105",227,451,689,717,"11,302",105,498,N,5,0
G10,"110,704","123,275","28,832","3,602",-98,337,110,265,"3,566",15,265,N,5,0
G11,"117,794","131,763","31,169","2,535",71,385,29,367,982,142,700,N,5,0
G12,"106,316","125,638","41,308","3,312",-906,676,132,-308,"23,606",801,"15,495",N,5,0
G13,"119,908","130,416","32,134","2,275",-487,709,17,261,"11,974",559,"2,123",N,5,0
G15,"117,292","130,275","26,893","3,684",-260,410,-29,106,"5,904",273,"3,328",N,5,0
G16,"104,383","117,822","25,224","2,876",-139,425,135,12,"5,639",52,"6,531",N,5,0
G17,"134,137","137,649","21,131","3,165",-323,387,-28,3,"7,871",-56,"6,266",N,5,0
G18,"107,255","124,877","24,208","2,558",-647,482,95,-126,"13,232",302,"6,208",N,5,0
G19,"88,546","110,144","32,504","2,393",-8,302,77,283,"2,754",198,322,N,5,0
G20,"162,755","180,297","56,147","1,629",-202,470,937,386,"7,186",290,"14,848",N,5,0
G21,"131,378","145,203","39,212","4,683",-493,"1,093",139,382,"14,794",92,"1,217",N,5,0
G22,"97,712","103,365","17,780","3,136",-425,183,4,70,"11,304",-22,"2,665",N,5,0
G23,"108,733","116,901","44,430","1,572",-184,563,20,447,"8,659",355,"2,145",N,5,0
G24,"126,322","134,176","59,211","1,297",-352,400,68,87,"10,378",589,"12,404",N,5,0
H1,"105,973","117,505","40,504","1,332",-622,347,14,-34,"18,730",164,"10,435",N,5,0
H2,"117,889","123,932","41,474","3,937",24,655,42,562,"3,294",166,583,N,5,0
H3,"106,851","126,721","45,612","3,155",404,601,232,436,"10,830",854,365,N,5,0
H4,"96,534","114,692","17,809","1,380",-105,257,0,35,"6,750",-12,"2,734",N,5,0
H5,"128,333","140,132","31,235","4,709",-368,844,47,179,"10,460",-232,810,N,5,0
H6,"121,175","124,395","29,067","1,531",-536,"1,006",42,-183,"14,168",-391,"17,829",N,5,0
H8,"119,438","134,204","41,465","1,715",-390,759,99,228,"11,025",94,"6,320",N,5,0
H9,"164,335","163,773","30,735","4,667",-601,597,227,195,"15,522",685,"1,935",N,5,0
H10,"132,725","166,350","57,248","1,874",-549,953,-19,341,"13,913",457,"4,123",N,5,0
H11,"199,703","207,202","56,354","3,859",-637,"1,315",664,424,"25,354",443,"5,516",N,5,0
H12,"166,964","170,163","32,112","3,948",-292,585,142,52,"9,511",336,"3,971",N,5,0
H13,"120,060","153,479","52,110","4,050",-756,722,82,-97,"17,489",170,"21,841",N,5,0
H15,"124,501","145,111","62,544","1,079",-346,251,223,-383,"11,392",54,"26,784",N,5,0
H16,"154,222","202,332","56,368","3,449",-491,349,186,113,"15,150",-183,"14,253",N,5,0
H17,"119,523","128,403","27,728","1,309",-287,248,-17,30,"8,748",217,"8,903",N,5,0
H18,"88,815","148,662","71,119","1,548",-648,534,72,-436,"16,267",214,"23,222",N,5,0
H19,"121,430","149,508","55,233","4,865",-615,"1,407",106,209,"19,758",300,"5,279",N,5,0
H21,"127,796","176,619","77,096","3,374",-545,"1,782",-18,689,"18,841",817,"5,990",N,5,0
H22,"144,758","154,799","34,121","6,581",-294,599,17,163,"8,880",-173,"4,348",N,5,0
H23,"204,088","218,673","70,497","11,814",-22,"1,044",108,495,"8,391",571,744,N,5,0
H24,"107,666","108,909","57,270","2,980",-343,800,38,661,"16,264",207,"1,063",N,5,0
I1,"122,138","138,668","34,959","2,398",25,527,-17,344,"3,713",557,358,N,5,0
I3,"93,367","119,015","20,226","1,035",-187,317,82,114,"5,233",84,"2,359",N,5,0
I5,"98,780","125,729","26,372","3,259",-360,339,67,57,"9,749",-257,"5,823",N,5,0
I6,"129,595","138,169","48,742","5,589",-76,360,230,501,"4,581",675,458,N,5,0
I8,"133,309","133,398","63,648","1,327",-492,907,-45,952,"13,437",151,"5,719",N,5,0
I9,"110,684","116,053","25,693","2,653",-164,388,64,327,"5,089",113,"1,113",N,5,0
I10,"91,210","140,856","74,763","2,480",329,969,206,"1,007","4,492",211,"1,075",N,5,0
I11,"108,503","119,166","36,116","1,536",-174,539,70,365,"5,962",492,492,N,5,0
I12,"87,353","110,532","30,028","2,500",-305,349,27,275,"7,606",230,"2,479",N,5,0
I14,"94,318","160,764","64,997","4,768",-466,486,148,-457,"13,703",-6,"25,118",N,5,0
I15,"133,270","138,075","35,457","2,884",-83,502,48,358,"2,933",737,500,N,5,0
I17,"108,647","131,282","34,358","6,446",-391,800,177,233,"9,602","1,094",365,N,5,0
I18,"86,308","99,768","19,446","2,087",37,138,-10,144,"2,033",73,173,N,5,0
I19,"99,105","111,704","24,247","1,771",101,508,148,317,"5,059",210,325,N,5,0
I20,"144,871","192,925","110,310","2,142",-265,"1,840",109,"1,321","13,852",597,"2,720",N,5,0
I21,"104,964","113,555","24,407","2,153",-163,533,149,85,"7,023",22,"2,402",N,5,0
I22,"95,360","139,474","63,376",16,-185,619,51,522,"11,442",365,"1,489",N,5,0
I23,"118,058","162,280","46,770","2,861",-356,756,111,43,"10,974",158,"9,491",N,5,0
I24,"100,266","117,048","22,814","2,522",-56,221,75,132,"3,698",397,154,N,5,0
J3,"99,149","121,199","25,677","1,759",-162,237,22,178,"4,210",63,490,N,5,0
J4,"109,365","131,470","28,401","3,022",-475,717,151,51,"14,198",38,"7,818",N,5,0
J5,"109,885","117,440","39,991","1,949",15,381,-33,447,"3,252",248,551,N,5,0
J6,"102,808","111,269","24,803","2,191",-347,325,16,123,"8,129",85,"1,787",N,5,0
J9,"107,622","122,703","24,197","3,155",-321,817,-33,121,"8,345",400,"1,765",N,5,0
J11,"115,929","123,070","23,832","4,363",-235,466,-8,227,"10,253",-3,"3,562",N,5,0
J12,"133,334","159,916","101,667","3,641",617,"1,203",566,"1,531","16,205","1,157","8,141",N,5,0
J13,"105,642","142,797","34,016","1,670",-118,425,12,230,"5,280",406,"2,219",N,5,0
J14,"115,128","135,209","33,703","4,577",-232,748,33,438,"5,972",420,"1,294",N,5,0
J15,"100,346","108,310","21,872","1,272",-428,332,79,66,"9,715",222,"2,452",N,5,0
J16,"77,913","103,884","43,203","1,704",104,492,133,664,599,183,759,N,5,0
J18,"107,388","149,358","84,083","2,121",-86,806,100,509,"7,943",620,"10,895",N,5,0
J19,"168,023","187,565","120,389","8,035",-814,"1,586",547,"-1,925","21,452",44,"76,129",N,5,0
J20,"120,453","158,859","46,436","6,770",-360,820,-6,249,"8,768",-234,"2,871",N,5,0
J21,"141,265","150,162","38,866","3,504",-209,622,9,461,"7,405",-31,881,N,5,0
J22,"121,110","135,668","34,969","2,036",-445,521,42,267,"11,884",716,"1,210",N,5,0
J24,"98,905","131,731","25,538","2,448",-107,297,8,78,"4,279",534,"2,941",N,5,0
K3,"111,768","129,387","84,469",810,-201,850,-108,878,"11,850",347,"10,475",N,5,0
K4,"151,642","152,246","36,211","4,308",75,487,11,211,816,-102,"3,058",N,5,0
K5,"83,458","103,989","20,591","2,250",-12,218,-18,125,"1,890",662,247,N,5,0
K6,"111,107","147,596","55,447","6,380",-571,715,45,206,"14,363","2,606","5,038",N,5,0
K7,"124,492","145,931","36,686","3,773",-191,555,60,171,"10,019",46,"7,508",N,5,0
K8,"134,964","150,646","45,872","4,897",-648,303,156,-229,"15,550",-136,"13,981",N,5,0
K9,"98,852","139,907","43,864","1,817",-238,453,-66,429,"8,004",212,"4,023",N,5,0
K10,"133,378","151,229","50,065","2,255",-652,577,-91,558,"17,350",215,"2,696",N,5,0
K11,"209,584","200,589","71,973","1,469",-589,719,138,482,"15,839",139,"5,585",N,5,0
K12,"147,866","169,453","102,361","4,896",-93,734,142,339,"5,649",27,"1,994",N,5,0
K13,"112,044","132,041","35,655","1,470",-495,663,78,340,"11,265",164,478,N,5,0
K14,"97,563","138,539","28,754","1,899",-407,443,-52,-148,"10,734",132,"8,471",N,5,0
K15,"106,599","134,038","67,291","2,649",-297,633,152,380,"9,725",84,"12,186",N,5,0
K16,"106,164","135,975","33,563","4,849",-622,396,113,-68,"16,951",-80,"10,133",N,5,0
K17,"144,155","155,394","42,674","1,361",-312,528,11,339,"8,636",734,509,N,5,0
K18,"174,744","176,030","33,829","2,908",-337,344,-175,145,"14,940",540,"3,790",N,5,0
K19,"107,298","112,309","22,614","2,715",-154,739,49,165,"3,332",76,274,N,5,0
K20,"105,907","132,933","42,408","1,193",-680,677,-64,93,"20,112",502,"6,502",N,5,0
K21,"134,590","152,643","43,132","4,067",-317,460,38,-21,"12,111",425,"9,988",N,5,0
K22,"88,119","110,597","49,046","1,872",-39,471,92,435,"3,556",288,399,N,5,0
K23,"96,300","113,366","22,366","2,117",-287,324,192,-72,"11,032",485,"5,735",N,5,0
K24,"144,614","148,677","26,591","2,568",-175,251,83,228,"4,869",290,264,N,5,0
L1,"126,861","136,867","66,260","2,116",-497,"1,027",137,790,"16,101",275,"3,548",N,5,0
L2,"87,474","112,633","34,788","1,404",-47,530,31,329,"2,577",272,368,N,5,0
L4,"118,710","139,680","53,354","1,812",-469,394,75,-988,"10,281",145,"34,213",N,5,0
L5,"127,586","137,470","84,101","1,500",-457,989,149,"1,124","16,419",915,"2,286",N,5,0
L8,"118,832","155,880","39,305","4,014",-466,701,58,319,"11,823",594,872,N,5,0
L10,"100,360","127,206","68,805",587,-249,94,65,-320,"8,008",460,"20,145",N,5,0
L11,"134,280","136,598","28,703","2,415",-490,477,101,-119,"10,430",203,"6,362",N,5,0
L12,"126,539","132,186","72,409","1,317",-80,764,78,941,"5,897",273,"1,198",N,5,0
L13,"115,094","133,141","30,412","2,818",-710,644,101,306,"20,139",691,"1,276",N,5,0
L15,"207,392","227,068","61,002","5,169",-587,"1,318",160,303,"24,039",689,"12,625",N,5,0
L16,"107,300","145,675","36,690","1,304",-403,775,75,-213,"10,044",28,"15,512",N,5,0
L17,"107,333","118,281","23,178","3,065",-284,416,63,218,"5,436",81,214,N,5,0
L18,"116,189","144,574","42,589","6,690",-607,783,6,-9,"15,202",-214,"10,192",N,5,0
L19,"109,296","160,699","32,083","4,344",-493,631,32,263,"13,683","2,029",628,N,5,0
L20,"105,785","133,922","81,267",862,-325,901,-35,965,"12,289",346,"1,090",N,5,0
L21,"99,954","118,268","38,548","1,725",-378,456,79,223,"10,216",0,"3,801",N,5,0
L22,"115,460","143,869","54,744","8,195",-418,597,226,95,"15,437","1,483","7,486",N,5,0
L23,"96,821","112,479","21,668","1,721",-128,726,-147,293,"7,178",-1,308,N,5,0
L24,"111,121","129,175","30,970","2,401",-507,464,66,472,"11,043",98,757,N,5,0
M1,"88,888","116,166","69,074","2,212",-29,881,49,943,"2,572",434,"1,024",N,5,0
M3,"148,699","166,720","56,491","1,867",-522,572,61,-1,"14,867",223,"15,421",N,5,0
M4,"94,944","129,372","29,493","2,722",-173,874,-59,253,"7,046",376,361,N,5,0
M6,"196,239","223,055","77,890","4,115",-329,932,147,693,"13,490",751,"1,625",N,5,0
M7,"104,079","149,806","46,140","1,691","-1,693",417,154,-153,"39,739",250,"12,478",N,5,0
M8,"94,179","117,142","21,643","3,446",-315,382,-78,196,"8,699",37,"1,843",N,5,0
M9,"150,025","163,889","76,394","6,376",-255,"1,410",103,"1,177","14,340",222,"2,089",N,5,0
M10,"113,196","133,923","35,894","1,079",-454,"1,214",78,151,"10,535",-98,"7,373",N,5,0
M12,"129,890","171,966","92,078","3,881",-733,798,232,727,"20,350",238,"8,361",N,5,0
M13,"97,403","121,070","31,584","1,958",-292,480,22,213,"8,132",116,376,N,5,0
M14,"129,927","130,363","38,911","3,130",-203,178,"7,961",-383,"7,361",144,"10,073",N,5,0
M15,"112,941","135,306","29,390","2,380",-223,315,150,-442,"5,725",334,"15,707",N,5,0
M16,"130,206","143,473","39,276","6,137",-138,212,2,204,"4,958",196,348,N,5,0
M17,"118,597","132,175","21,804","3,488",-562,322,-55,40,"12,595",138,"4,199",N,5,0
M18,"135,391","140,940","34,454","2,624",-573,885,32,358,"15,534",561,669,N,5,0
M19,"108,643","117,315","53,452","1,497",-209,424,299,379,"10,007",158,246,N,5,0
M20,"130,622","129,372","24,746","2,377",-248,291,98,158,"8,372",58,"1,280",N,5,0
M21,"141,048","134,935","61,391","8,148",-412,768,301,23,"11,787",-232,"11,110",N,5,0
M22,"94,760","113,124","24,235","2,477",-322,448,-67,326,"7,110",-101,942,N,5,0
M23,"112,667","121,229","25,059","3,430",-193,300,-5,215,"7,551",977,"1,697",N,5,0
M24,"91,510","105,281","29,035",871,-405,432,134,85,"10,708",-34,"2,806",N,5,0
N1,"118,962","144,053","34,941","3,675",-466,651,27,-48,"11,437",47,"10,448",N,5,0
N2,"112,846","120,103","29,311","3,124",-179,353,-37,244,"3,626",224,308,N,5,0
N3,"115,028","120,570","28,044","2,635",-285,507,59,248,"6,779",222,"1,456",N,5,0
N4,"94,867","114,726","27,222","2,250",-196,320,1,262,"7,143",378,562,N,5,0
N6,"105,134","130,274","51,179","3,167",-384,720,760,395,"12,805",60,"6,714",N,5,0
N7,"132,350","142,509","38,822","2,996",-300,787,18,147,"7,867",-93,"4,475",N,5,0
N9,"119,160","141,839","57,530","1,016",-273,855,-85,460,"10,396",60,"4,898",N,5,0
N10,"91,975","111,251","31,644","2,394",-187,384,25,444,"4,935",82,870,N,5,0
N13,"88,135","134,161","61,753","2,567",-850,643,162,427,"19,332",291,"6,859",N,5,0
N14,"68,555","90,172","11,598",768,2,100,48,59,"2,508",97,231,N,5,0
N16,"103,278","115,983","41,501","1,507",27,368,"6,040",236,"7,742",195,295,N,5,0
N17,"121,216","132,004","23,097","3,211",-199,434,36,179,"6,338",151,323,N,5,0
N18,"96,441","129,113","39,045","1,354",-279,703,86,341,"8,085",397,"1,877",N,5,0
N19,"105,408","133,726","44,538","3,652",-382,995,713,-206,"9,379",230,"16,622",N,5,0
N20,"163,997","174,805","23,265","2,540",-139,458,61,222,"5,221",120,305,N,5,0
N21,"112,423","131,097","69,065","1,676",-16,"1,283",71,895,"5,404",291,"1,687",N,5,0
N22,"118,952","127,031","45,612","5,795",-226,815,43,403,"12,434",225,"1,651",N,5,0
N23,"88,912","131,201","64,527",630,-362,426,337,917,"7,702",179,"7,773",N,5,0
N24,"154,731","172,800","88,922","1,433",-355,966,557,746,"16,343",567,"8,011",N,5,0
O1,"93,978","129,086","29,551","3,598",-224,624,24,312,"7,754",505,410,N,5,0
O2,"125,669","166,153","65,862","4,418",-800,770,275,-52,"24,913","2,308","21,798",N,5,0
O3,"114,243","135,554","39,548","4,281",-79,"1,027",-2,581,"10,485",7,891,N,5,0
O4,"127,333","141,647","44,825","3,342",-205,618,6,582,"5,808",473,668,N,5,0
O5,"93,242","119,480","25,305","3,170",-858,432,-51,96,"22,148",-45,"2,480",N,5,0
O6,"121,167","137,014","21,717","1,732",-239,318,78,149,"5,259",200,"1,605",N,5,0
O7,"103,615","124,777","23,354","2,723",-358,263,44,112,"9,474",620,354,N,5,0
O8,"105,469","132,037","34,556","2,274",-189,744,110,233,"10,147",444,"6,819",N,5,0
O9,"106,371","121,582","30,429","3,726",-140,668,71,390,"5,271",75,576,N,5,0
O10,"156,372","171,027","80,047","3,175",-534,849,216,662,"17,228",277,"3,519",N,5,0
O11,"100,192","122,639","37,900","2,898",-232,779,293,540,"7,772",618,589,N,5,0
O12,"90,652","117,875","44,189",395,-283,617,-16,318,"9,306",330,"3,128",N,5,0
O14,"119,000","129,247","38,990","1,693",48,450,104,405,"1,589",399,440,N,5,0
O15,"110,031","125,432","36,682","2,346",-274,607,69,-246,"11,229",160,"17,115",N,5,0
O16,"102,904","113,017","22,211","2,959",-263,408,85,261,"8,345",34,736,N,5,0
O17,"101,356","113,572","22,920","3,199",-227,220,25,135,"6,083",513,218,N,5,0
O18,"138,173","162,477","41,394","4,475",-634,346,307,-76,"16,065",609,"9,668",N,5,0
O19,"117,531","125,637","24,963","1,334",-547,473,-23,225,"15,820",163,"2,841",N,5,0
O20,"124,069","145,508","73,919","1,512",-587,557,-21,346,"15,447",867,"9,955",N,5,0
O21,"127,663","130,895","25,221","2,695",-157,384,105,284,"4,425",11,514,N,5,0
O22,"144,726","176,320","67,256","2,482",-763,"1,411",166,"1,038","20,285",307,"8,318",N,5,0
O23,"105,470","123,201","36,516","1,960",-680,775,142,29,"14,278",91,"3,625",N,5,0
O24,"110,578","146,709","40,317","4,661",-142,717,134,222,"12,029",342,"4,930",N,5,0
P1,"76,206","118,949","32,098","2,302",-354,854,-10,399,"10,753",293,"1,910",N,5,0
P2,"107,449","116,825","22,767","3,905",-207,394,-60,76,"6,802",-149,"4,323",N,5,0
P3,"99,451","123,982","25,324","1,744",-8,509,241,417,"3,987",-13,584,N,5,0
P4,"101,662","111,643","22,318","3,705",-177,438,42,225,"5,356",283,265,N,5,0
P6,"119,272","132,279","26,856","3,335",-309,554,66,9,"9,896",835,"5,722",N,5,0
P7,"85,209","102,184","19,274",977,-48,500,6,-34,"3,957",216,"8,057",N,5,0
P8,"140,258","170,386","46,728","4,829",56,400,92,333,"2,117",72,425,N,5,0
P9,"114,504","157,465","40,022","1,567","-1,016",211,86,86,"22,979",-66,"5,589",N,5,0
P10,"119,900","134,429","36,923","3,486",-202,615,21,179,"9,064",390,"1,709",N,5,0
P11,"139,225","141,170","28,729","5,856",-192,730,88,395,"6,480",-163,"1,788",N,5,0
P12,"99,450","110,452","26,725","1,223",306,450,53,220,"4,540",309,"1,625",N,5,0
P13,"108,519","139,119","42,313","4,741",-111,652,183,391,"7,315","1,281","1,933",N,5,0
P14,"121,779","156,534","45,414","5,066",-367,483,133,-71,"11,085",-72,"17,942",N,5,0
P15,"111,311","135,630","39,885","2,592",-336,698,117,116,"7,604",306,"5,023",N,5,0
P16,"91,133","106,986","30,263","1,827","2,109",293,-71,358,"3,166",366,436,N,5,0
P17,"119,981","133,433","41,316","4,990","-1,260",457,-47,148,"31,503",-173,"2,539",N,5,0
P18,"134,637","151,535","65,510","3,045",-538,812,298,407,"21,752",103,"4,938",N,5,0
P19,"131,164","151,773","56,270",285,-914,754,75,295,"20,697",509,"4,658",N,5,0
P20,"150,769","165,273","62,093","8,924",-356,"2,051",338,180,"8,939",-431,"15,127",N,5,0
P21,"133,092","151,648","55,849","2,894",-436,609,-82,281,"15,267",674,"4,632",N,5,0
P22,"138,293","131,571","25,511","1,879",-427,418,-56,29,"6,466",-146,"6,034",N,5,0
